objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,date_published,publisher,licensing,copies,musical,adaptation,adaptation_of,description,colocated,notes,format
yppc_67,Cricket on Hearth,"Stephens, Jeffryn",06-18,3,7,0,10,,43,2002,YPPC,FALSE,12,FALSE,TRUE,Adapted from the novella by Charles Dickens,"John Peerybingle, a slow but honest carrier, lives with his young wife Dot, their baby boy, and their nursemaid Tilly Slowboy. A cricket chirps on the hearth and acts as a guardian angel to the family. One day a mysterious elderly stranger comes to visit and takes up lodging at Peerybingle’s house for a few days. The plot becomes a complex love story that is resolved in time for a festive Christmas.",,,record
yppc_68,Cry Witch,"Miller, Marion",14-18,7,7,0,14,,17,1950,Unknown,TRUE,3,FALSE,TRUE,Based on the ordeal of Grace White Sherwood.,"""Cry Witch"" was based upon the ordeal of Grace White Sherwood, a Princess Anne County (Virginia Beach) woman who was accused of witchcraft by her neighbors in 1706.",,,record
yppc_69,The Crucible,"Miller, Arthur",12-18,10,10,0,20,,89,1952,Dramatists Play Service Inc.,TRUE,4,FALSE,FALSE,,"Widely considered a masterpiece, this timeless classic challenges American ideas of power, intolerance, and justice. In the Puritan community of Salem, Massachusetts, a servant girl accuses a farmer’s wife of witchcraft. One accusation spirals into many, uncovering a web of bigotry and deceit that changes their lives forever. Among the most produced plays since its 1953 debut, THE CRUCIBLE is both a gripping historical drama and an evergreen parable of contemporary society.",,,record
yppc_70,Dark of the Moon,"Richardson, Howard",14-18,10,12,0,22,,81,1942,Concord Theatricals,TRUE,2,TRUE,TRUE,Based on the folk song Barbara Allen,"This perennial favorite is based on the haunting folk ballad of ""Barbara Allen."" Employing a large cast and imaginative settings in the Smoky Mountains, it recounts the story of John, a strange ""witch boy"" who upon first beholding the beautiful Barbara Allen immediately falls in love. He is given human form to woo and marry her on the condition that she remain true to him. The marriage is consummated and Barbara gives birth to a witch child whom the townspeople destroy in a superstitious frenzy. During a religious revival Barbara is led to betray John thus breaking their spell of love. As she dies, he returns forever to the world of the mountain witches.",,,record
yppc_71,Daughters of Hardship,"Ranson, Rebecca",10-18,6,4,0,10,,53,1977,Unknown,TRUE,1,FALSE,FALSE,,A couple and the hardships they face raising their family in early 1900s Kentucky.,,,record
yppc_72,The Day Room,"Delillo, Don",10-18,6,3,0,9,,26,1986,Dramatists Play Service Inc.,TRUE,1,FALSE,FALSE,,"The play opens in a brightly lit hospital room occupied by two men. One, the amiable Budge, does Tai Chi exercises while trying, without much success, to strike up a conversation with his taciturn roommate, Wyatt. Then, slowly but inexorably, their world begins to spin away from reality as they are visited by a series of fellow patients and hospital staffers, all of whom, it turns out, may not be what they seem. Oddly normal, but also oddly frightening, it is soon apparent that they have strayed in from the psychiatric ward of the adjacent Arno Klein Wing and are all quite mad. In the second act, which is set in the day room of the psychiatric ward, the same performers reappear but with different identities. Some of them, claiming to be actors, transform the room into a tacky motel suite in which a play-within-the-play is to take place; others become tourists searching for the renowned “Arno Klein Theater Company""; and one man, strait-jacketed and tied in a chair, “becomes” a television set. At last Arno Klein himself appears, and proves to be the man (Budge) who started the play. So, in the end, we have come full circle, with appearance and reality, madness and normality, still tantalizingly undefined, and with the growing conviction that all the world may indeed be no more than a stage—and all its inhabitants merely players.",,,record
yppc_73,Desperadoes,"Ranson, Rebecca",10-18,2,7,0,9,,94,1976,Unknown,TRUE,2,FALSE,FALSE,,A group of older women reflect on their lives.,,,record
yppc_74,Detours,"Ranson, Rebecca",10-18,4,8,1,13,,38,1979,Unknown,TRUE,2,FALSE,FALSE,,A group of disabled people try to navigate the world together with the help of friends.,,This play looks incomplete.,record
yppc_75,The Devil and the One Armed Man,"Stephens, Jeffryn",06-18,3,4,1,8,,16,1995,Unknown,FALSE,3,FALSE,FALSE,,A boy sells his soul to the devil to get people to do what he says. It goes about as well as you would expect.,,,record
yppc_76,The Devil on Stilts,"Clements, Colin",10-18,0,3,0,3,,20,1937,"Samuel French, Inc.",TRUE,2,FALSE,FALSE,,A woman manipulates her husband's muses and gets a lawsuit withdrawn.,,,record
yppc_77,Devonshire Demons,"Clements, Colin",10-18,4,4,1,9,,18,1937,"Samuel French, Inc.",TRUE,2,FALSE,FALSE,,"People keep disappearing at the Devonshire Downs, an ancestral home in England.",,,record
yppc_78,The Apple Tree,"Bock, Jerry",10-18,3,4,3,10,,87,1966,Music Theater International,TRUE,1,FALSE,TRUE,,Love blossoms in these three comedic vignettes exploring the relationship between men and women.,,This might be The Diary of Adam and Eve or it might be,record
yppc_79,Dionysius and the Cat,"Forrest, Steve",14-18,3,5,4,12,FALSE,69,1987,Unknown,TRUE,1,FALSE,FALSE,,"Dionysius deeply offends the princess, who tries several ways to get her revenge on him.",,"This play doesn't have any publisher or date, and doesn't appear as having been performed.",record
yppc_80,The Doctor In Spite of Himself,"Moliere,",10-18,5,3,3,11,TRUE,37,1667,Unknown,FALSE,20,FALSE,FALSE,,A farcical comedy about a woodcutter named Sganarelle who is forced to pretend to be a doctor turns into a cutting commentary on the bourgeoise.,,"Multiple versions included. Adapted by Jeffryn Stephens, with additional scene by Anton Chekhov",record
yppc_81,Dreamcatcher: A Musical Story for Young Choirs,"Jacobson, John",04-14,0,0,4,4,TRUE,33,2013,Hal Leonard,TRUE,1,TRUE,FALSE,,"What is that I hear whispering in the wind? Can you hear it too? Capture the dreams of the children and the wisdom of the Dreamcatcher as told in this original musical story of peace, harmony, love, joy, hope and charity. But, watch out! For the Trickster is always lurking close by, ready to crush these fragile dreams. This enchanting 30-minute musical is ideal for upper elementary through middle school performers and features eight original songs and a narrative script of poetry and dramatic prose. Dreamcatcher is designed to be performed in a concert setting with young singers on choral risers and minimal staging, or use your imagination and stage it more elaborately. The cast includes an adult storyteller and multiple children's speaking parts that can easily be adapted to fit a variety of performance options. Listen to your heart and discover how your dreams can come true.",,,record
yppc_82,Drifting and Dreaming,"Altman, Forrest",16-18,2,2,0,4,TRUE,93,1983,Unknown,TRUE,1,FALSE,FALSE,,A woman tries to distract herself from disappointment and abandonment issues.,,Lots of sexual content.,record
yppc_83,The Drunken Sisters,"Wilder, Thornton",10-18,1,3,0,4,FALSE,16,1957,Dramatists Play Service Inc.,TRUE,5,FALSE,TRUE,Adaptation of the ancient Greeek Alcestis story.,"The Drunken Sisters is Wilder's satyr play, which followed The Alcestiad, his adaptation of the ancient Greek ""Alcestis"" story. Apollo ventures into the land of the three sisters of Fate who control the threads of each man's life, and here in disguise he tricks the sisters into releasing their death hold on King Admetus. His trick: three flagons of wine, which he declares to be Aphrodite's beauty drink, but which make the sisters drunk. He then foils them with a riddle, releasing the king from their snares – but only with the understanding that another must die in his stead.",,,record
yppc_84,Duet for Two Hands,"Bell, Mary Hayley",10-18,2,3,0,5,FALSE,75,1947,"Samuel French, Inc.",TRUE,1,FALSE,FALSE,,A classic thriller about a pioneering surgeon and the sinister results of his work.,,Needs preservation work. Current copy taped onto 8 1/2x11 paper in binder. Tape is causing staining and can eventually lead to disintegration.,record
yppc_85,"Emil, You're Going to be a Dog","Blais, John",06-14,7,5,0,12,FALSE,37,1984,Unknown,TRUE,2,FALSE,FALSE,,"When people die, they are reincarnated. Some of them are not amused by their reincarnation assignments.",,,record
yppc_86,The Enchanted,"Valency, Maurice",12-18,9,11,0,20,FALSE,68,1950,Concord Theatricals,TRUE,6,FALSE,TRUE,"Adaptation of the play Intermezzo, written in 1933 by French dramatist Jean Giraudoux.",,,,record
yppc_87,An Enemy of the People,"Miller, Arthur",10-18,10,3,0,13,TRUE,108,1951,Dramatists Play Service Inc.,TRUE,6,FALSE,TRUE,Adaptation of Ibsen's play by Arthur Miller.,"A small Norwegian town has just begun to win fame and wealth through its medicinal spring waters. Dr. Stockmann, resident physician in charge, discovers that the waters are poisoned. On receiving proof of this, he immediately reports to his associates, but is shocked to find that instead of being thanked, he is looked upon as a dangerous crank, motivated by a desire to prove that his fellow townsmen are wrong, and to bring ruin upon them. As the people who run the local paper do their utmost to urge secrecy and compromise, the determined doctor realizes that the honesty and idealism he has counted upon to make the truth prevail, simply does not exist in the face of selfish “practical” interests. The press will not report his findings; the officials refuse to give him a hearing; he loses his position and the townspeople boycott him; and every weapon of blackmail, slander, and eviction are brought against his family. At the end, the townspeople, gathered around the doctor’s home, throw stones through the windows. Stockmann addresses his family: “But remember now, everybody, you are fighting for the truth and that is why you’re alone. And that makes you strong.""",,,record
yppc_88,Enchanted Wonders,"Zimet, Sadie",04-08,1,1,8,10,FALSE,16,1987,Unknown,TRUE,1,FALSE,TRUE,"""All Patricia C. Wrede didn’t' write about Cimorene's adventures""",A witch and a group of cats casts a spell so that the cats can be understood by humans.,,"Incredibly large font, so it's shorter than another play with this page count. This appears to be someone's playwriting class project.",record
yppc_89,The Euphio Question,"Vonnegut, Kurt",12-18,3,3,0,6,FALSE,22,1951,Unknown,TRUE,4,FALSE,TRUE,Adapted from the short storyof the same name by Kurt Vonnegut.,"Based on Vonnegut’s 1951 short euphiomachinestory from Welcome to the Monkey House, a young physicist discovers radio waves that can make people happy at the flick of a switch. An unscrupulous businessman takes the device in a direction the young physicist never suspected, and the ramifications of his discovery resonate through society, changing it completely – leaving the public wondering what good there is in happiness, when it’s just a button-push away?",,,record
yppc_90,Extremities,"Mastrosimone, William",16-18,1,3,0,4,FALSE,61,1982,Concord Theatricals,TRUE,1,FALSE,TRUE,,"Marjorie is home alone when Raul enters through her unlocked door and attempts to attack and rape her. The tables turn when Marjorie is able to subdue Raul and keep him tied up in her fireplace. When Terry and Patricia, Marjorie's roommates, come home, they are shocked and begin discussing how to handle the situation: call the police or take matters into their own hands?",,,record
